text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
엔비 납품 그냥 시간문제인거 아님?? 왜 다들 걱정함?ㅋ 이팔 시팔 살걸 팔걸 하지말고 걍 기다리면 되는데 ㅋ 이 쉬운걸 못해서 난리네,엔비 납품 그냥 시간문제인거 아님 왜 다들 걱정함 이팔 시팔 살걸 팔걸 하지말고 걍 기다리면 되는데 이 쉬운걸 못해서 난리네,엔비 납품 그냥 시간문제인거 아님?? 왜 다들 걱정함?ㅋ 이팔 시팔 살걸 팔걸 하지말고 걍 기다리면 되는데 ㅋ 이 쉬운걸 못해서 난리네,2024-07-04T11:00:58+09:00,0.1906,0.6874,0.122,1
점진적으로 올라가는거지(희망사항),점진적으로 올라가는거지희망사항,점진적으로 올라가는거지희망사항,2024-11-18T09:16:02+09:00,0.1861,0.2741,0.5398,2
9만간다,9만간다,9만간다,2024-04-09T09:02:22+09:00,0.0319,0.1426,0.8255,2
재용이 뺨마렵네,재용이 뺨마렵네,재용이 뺨마렵네,2024-09-05T15:55:18+09:00,0.0597,0.9084,0.0319,1
감질나네 ㅎㅎ,감질나네,감질나네 ㅎㅎ,2025-03-20T11:24:21+09:00,0.0583,0.8743,0.0675,1
지금 팔아도 배당 받나요??,지금 팔아도 배당 받나요,지금 팔아도 배당 받나요??,2023-06-28T15:24:00+09:00,0.2732,0.6615,0.0653,1
"4.5만 갈수 있다 or 
14일 이후 반등한다",45만 갈수 있다 or 14일 이후 반등한다,4.5만 갈수 있다 or 14일 이후 반등한다,2024-11-12T14:46:04+09:00,0.0937,0.7373,0.169,1
삼전 분할 매수💕,삼전 분할 매수,삼전 분할 매수,2024-12-04T11:56:37+09:00,0.1981,0.1329,0.6689,2
뭔가 내일 쏠거같은디???,뭔가 내일 쏠거같은디,뭔가 내일 쏠거같은디???,2024-11-27T00:04:54+09:00,0.0723,0.8477,0.0801,1
이런  몆일전에 81500원에 30주팔았는데 ㅜㅜ,이런 몆일전에 81500원에 30주팔았는데,이런 몆일전에 81500원에 30주팔았는데 ㅜㅜ,2024-07-05T15:31:45+09:00,0.1923,0.7118,0.0959,1
"주식
일등주식도 수익내기어렵구나.",주식 일등주식도 수익내기어렵구나,주식 일등주식도 수익내기어렵구나.,2024-05-30T06:05:00+09:00,0.1825,0.7066,0.1109,1
"피디수첩 출연한 고수님 말씀 잘듣자
나중에 9만원때 사지말고 5만원때 사자",피디수첩 출연한 고수님 말씀 잘듣자 나중에 9만원때 사지말고 5만원때 사자,피디수첩 출연한 고수님 말씀 잘듣자 나중에 9만원때 사지말고 5만원때 사자,2025-03-20T08:43:40+09:00,0.173,0.6505,0.1765,1
예상호가 그대로만 유지하자 ㅠ,예상호가 그대로만 유지하자,예상호가 그대로만 유지하자 ㅠ,2025-03-17T08:50:57+09:00,0.1728,0.4976,0.3296,1
"싼데
외국인 매도세가 너무 겁나네",싼데 외국인 매도세가 너무 겁나네,싼데 외국인 매도세가 너무 겁나네,2024-09-12T14:14:33+09:00,0.4236,0.3612,0.2152,0
외국인매도세는 잠깐 멈춘거같은대 기관이파는것인가,외국인매도세는 잠깐 멈춘거같은대 기관이파는것인가,외국인매도세는 잠깐 멈춘거같은대 기관이파는것인가,2024-10-08T14:58:18+09:00,0.541,0.3095,0.1495,0
가자,가자,가자,2025-03-19T10:20:09+09:00,0.0276,0.0756,0.8968,2
"단타도 힘들겠다
매일 최저가 갱신하네...",단타도 힘들겠다 매일 최저가 갱신하네,단타도 힘들겠다 매일 최저가 갱신하네...,2024-10-25T09:09:43+09:00,0.1548,0.5578,0.2874,1
조만간 달러 1500원 찍겠네 ㅋㅋ,조만간 달러 1500원 찍겠네,조만간 달러 1500원 찍겠네 ㅋㅋ,2024-12-07T17:30:49+09:00,0.098,0.7358,0.1662,1
솔까 조리돌림 당해도 할말이 없다.시퐈ㅋㅋㅋ,솔까 조리돌림 당해도 할말이 없다시퐈,솔까 조리돌림 당해도 할말이 없다.시퐈ㅋㅋㅋ,2024-11-12T09:42:43+09:00,0.167,0.7384,0.0946,1
"국장에서 5000까지? 그럼 대부분 전업하시는분들은 4500~5000 어중간하게 수익내고 나머지는 다 -3 ~ -5% 손절시키거나 매수 자제하는 등, 그 이상은 안할겁니다. 1억2000이면 1540만원, 10억이면 2억4400만원.. 국내 지수 및 시장 상황보면 암흑기라 엄청부담스러운 세금입니다.. 이제는 국장에서 월1000트레이너 부럽지않습니다. 그렇기에 딱 한도까지만 수익내고 대신 미국장으로 가서 가치투자하는 방향으로 가겠죠. 양도소득세 22%지만 수익성대비 양호합니다.",국장에서 5000까지 그럼 대부분 전업하시는분들은 45005000 어중간하게 수익내고 나머지는 다 3 5 손절시키거나 매수 자제하는 등 그 이상은 안할겁니다 1억2000이면 1540만원 10억이면 2억4400만원 국내 지수 및 시장 상황보면 암흑기라 엄청부담스러운 세금입니다 이제는 국장에서 월1000트레이너 부럽지않습니다 그렇기에 딱 한도까지만 수익내고 대신 미국장으로 가서 가치투자하는 방향으로 가겠죠 양도소득세 22지만 수익성대비 양호합니다,"국장에서 5000까지? 그럼 대부분 전업하시는분들은 45005000 어중간하게 수익내고 나머지는 다 3 5 손절시키거나 매수 자제하는 등, 그 이상은 안할겁니다. 1억2000이면 1540만원, 10억이면 2억4400만원.. 국내 지수 및 시장 상황보면 암흑기라 엄청부담스러운 세금입니다.. 이제는 국장에서 월1000트레이너 부럽지않습니다. 그렇기에 딱 한도까지만 수익내고 대신 미국장으로 가서 가치투자하는 방향으로 가겠죠. 양도소득세 22지만 수익성대비 양호합니다.",2024-10-19T18:40:59+09:00,0.2179,0.3388,0.4433,2
"국장 하다가 느낀점 . 
5프로 먹으면 많이 먹은거다 빼라",국장 하다가 느낀점 5프로 먹으면 많이 먹은거다 빼라,국장 하다가 느낀점 . 5프로 먹으면 많이 먹은거다 빼라,2025-03-02T19:37:16+09:00,0.1145,0.8335,0.052,1
재용이형 5년 구속되는거 호재 아니였어?,재용이형 5년 구속되는거 호재 아니였어,재용이형 5년 구속되는거 호재 아니였어?,2024-11-27T14:54:41+09:00,0.1882,0.4426,0.3691,1
"나중에 기업개편을 어떻게할지는 모르겠으나
HBM은 하이닉스한테 목따인지 오래됐고,
반도체 사장단 개편에서 정현호 유임 ㅋㅋ..

물론 볕들날이 오겠지만 기업 내부적으로 최악이고
대외 정치적상황도 트럼프때문에 삼전에 좋은게없음.",나중에 기업개편을 어떻게할지는 모르겠으나 HBM은 하이닉스한테 목따인지 오래됐고 반도체 사장단 개편에서 정현호 유임 물론 볕들날이 오겠지만 기업 내부적으로 최악이고 대외 정치적상황도 트럼프때문에 삼전에 좋은게없음,"나중에 기업개편을 어떻게할지는 모르겠으나 HBM은 하이닉스한테 목따인지 오래됐고, 반도체 사장단 개편에서 정현호 유임 ㅋㅋ.. 물론 볕들날이 오겠지만 기업 내부적으로 최악이고 대외 정치적상황도 트럼프때문에 삼전에 좋은게없음.",2024-12-03T17:09:43+09:00,0.2434,0.4887,0.268,1
일부익절,일부익절,일부익절,2024-01-11T09:33:53+09:00,0.1198,0.7906,0.0896,1
이거 버티는 개미 레전드,이거 버티는 개미 레전드,이거 버티는 개미 레전드,2024-10-08T10:33:42+09:00,0.1619,0.6768,0.1613,1
150주대기,150주대기,150주대기,2024-08-05T09:04:18+09:00,0.0591,0.902,0.0389,1
오를 땐 게눈처럼 오르더니 떨어뜨릴 땐 *나 확 떨구네ㅋ,오를 땐 게눈처럼 오르더니 떨어뜨릴 땐 나 확 떨구네,오를 땐 게눈처럼 오르더니 떨어뜨릴 땐 나 확 떨구네ㅋ,2024-04-15T10:01:16+09:00,0.3293,0.3672,0.3035,1
알상무님 믿습니다,알상무님 믿습니다,알상무님 믿습니다,2025-03-19T21:16:59+09:00,0.0515,0.8855,0.063,1
슬슬 들어가자🙄,슬슬 들어가자,슬슬 들어가자,2024-10-10T09:43:40+09:00,0.0694,0.5037,0.427,1
다른급락급등주식 보단 안정적인 주식이네,다른급락급등주식 보단 안정적인 주식이네,다른급락급등주식 보단 안정적인 주식이네,2023-12-21T05:42:11+09:00,0.3223,0.3954,0.2823,1
"삼성 내려가는 건 걱정 안된다

다시 오를 테니

다만 금투세가 걱정 될뿐 ㅋㅋ

금투세 시행 삼전 5만 간다",삼성 내려가는 건 걱정 안된다 다시 오를 테니 다만 금투세가 걱정 될뿐 금투세 시행 삼전 5만 간다,삼성 내려가는 건 걱정 안된다 다시 오를 테니 다만 금투세가 걱정 될뿐 ㅋㅋ 금투세 시행 삼전 5만 간다,2024-09-05T15:46:28+09:00,0.1744,0.1842,0.6414,2
이건 뭐 차트가 망가진 수준이 아니라 작전세력붙은 코인급이네,이건 뭐 차트가 망가진 수준이 아니라 작전세력붙은 코인급이네,이건 뭐 차트가 망가진 수준이 아니라 작전세력붙은 코인급이네,2024-09-30T10:37:17+09:00,0.1749,0.7082,0.1169,1
"아니 5일째 바닥이라며!!!!!
그제께도 바닥 
어제도 바닥 
오늘도 바닥 

진짜 언제까지담아야하나",아니 5일째 바닥이라며 그제께도 바닥 어제도 바닥 오늘도 바닥 진짜 언제까지담아야하나,아니 5일째 바닥이라며!!!!! 그제께도 바닥 어제도 바닥 오늘도 바닥 진짜 언제까지담아야하나,2024-09-11T13:38:26+09:00,0.3768,0.3473,0.2759,0
다들 눈감고 귀막아 홀딩하시길,다들 눈감고 귀막아 홀딩하시길,다들 눈감고 귀막아 홀딩하시길,2023-12-26T12:02:14+09:00,0.081,0.8691,0.05,1
5만원 중반 후반대에 신규 시체가 많아서 그들은 털고 가야하긴 합니다 ㅋㅋ,5만원 중반 후반대에 신규 시체가 많아서 그들은 털고 가야하긴 합니다,5만원 중반 후반대에 신규 시체가 많아서 그들은 털고 가야하긴 합니다 ㅋㅋ,2024-11-18T09:10:16+09:00,0.198,0.6837,0.1183,1
잘먹었습니다!,잘먹었습니다,잘먹었습니다!,2024-12-12T14:44:43+09:00,0.054,0.903,0.043,1
외인매수 ㄷㄷ,외인매수,외인매수 ㄷㄷ,2024-04-02T10:33:41+09:00,0.3068,0.3469,0.3464,1
상폐가즈아,상폐가즈아,상폐가즈아,2024-11-14T16:39:04+09:00,0.1078,0.1681,0.7241,2
보니까.. 더 떨어질 것 같은데,보니까 더 떨어질 것 같은데,보니까.. 더 떨어질 것 같은데,2024-10-10T17:40:54+09:00,0.2435,0.557,0.1996,1
"오늘 7 프로 상승 시외 3프로 상승
자사주 10조 

갚자기 삼전 욕 쏙 들어갔내 ㅋㅋ

평단 높으신 분 들은 

그래보았자 라고 생각 하겠지만 

좋은 주말 ㅡㅡ",오늘 7 프로 상승 시외 3프로 상승 자사주 10조 갚자기 삼전 욕 쏙 들어갔내 평단 높으신 분 들은 그래보았자 라고 생각 하겠지만 좋은 주말,오늘 7 프로 상승 시외 3프로 상승 자사주 10조 갚자기 삼전 욕 쏙 들어갔내 ㅋㅋ 평단 높으신 분 들은 그래보았자 라고 생각 하겠지만 좋은 주말 ㅡㅡ,2024-11-15T18:53:32+09:00,0.2494,0.3755,0.3751,1
내가 처음 시작한 시기는 한 3년 전인가....아무것도 모르고 그냥 사서 판매하니 주당 이만 삼천원돈의 차익을 보았이만 지금은 손절을 해야하나?! 고민 또 고민 한20 년 정도 고민만 하다 추천후에 추천한 지인들만 벌고 그 당시 없어서 못하고 여유가 생겨 시작하면 왜 이리 전부 떨어지는지... 저도 저지만 느낌상 죄인인것 같아 맘이 아프네요...,내가 처음 시작한 시기는 한 3년 전인가아무것도 모르고 그냥 사서 판매하니 주당 이만 삼천원돈의 차익을 보았이만 지금은 손절을 해야하나 고민 또 고민 한20 년 정도 고민만 하다 추천후에 추천한 지인들만 벌고 그 당시 없어서 못하고 여유가 생겨 시작하면 왜 이리 전부 떨어지는지 저도 저지만 느낌상 죄인인것 같아 맘이 아프네요,내가 처음 시작한 시기는 한 3년 전인가....아무것도 모르고 그냥 사서 판매하니 주당 이만 삼천원돈의 차익을 보았이만 지금은 손절을 해야하나?! 고민 또 고민 한20 년 정도 고민만 하다 추천후에 추천한 지인들만 벌고 그 당시 없어서 못하고 여유가 생겨 시작하면 왜 이리 전부 떨어지는지... 저도 저지만 느낌상 죄인인것 같아 맘이 아프네요...,2023-10-31T20:37:26+09:00,0.3189,0.3809,0.3002,1
6만대까지만 가주라 다 팔고 미장가게 ㅠ,6만대까지만 가주라 다 팔고 미장가게,6만대까지만 가주라 다 팔고 미장가게 ㅠ,2024-12-11T15:42:54+09:00,0.2556,0.261,0.4835,2
가자~,가자,가자,2024-11-14T10:32:53+09:00,0.0276,0.0756,0.8968,2
"섬전 에서 개고생 하지 말고
하닉으로 
그동안 삼성한테 당했는 데 도 그걸모르나
많이 안 떨어진다고 그러니
크게 먹을 려면 페닉셀 나온 하닉으로",섬전 에서 개고생 하지 말고 하닉으로 그동안 삼성한테 당했는 데 도 그걸모르나 많이 안 떨어진다고 그러니 크게 먹을 려면 페닉셀 나온 하닉으로,섬전 에서 개고생 하지 말고 하닉으로 그동안 삼성한테 당했는 데 도 그걸모르나 많이 안 떨어진다고 그러니 크게 먹을 려면 페닉셀 나온 하닉으로,2024-08-02T12:29:55+09:00,0.2329,0.6833,0.0838,1
삼전이니까 삼만원이 적정가임,삼전이니까 삼만원이 적정가임,삼전이니까 삼만원이 적정가임,2023-11-15T13:46:11+09:00,0.0706,0.8729,0.0566,1
또 흐른다,또 흐른다,또 흐른다,2025-03-10T11:10:34+09:00,0.0982,0.7625,0.1393,1
이거 왜오르는지 말해드려요?? 에센피500개쳐물리고 손절하고 오늘삼성들어 와서 그래요 맞으면 개추 (내얘기),이거 왜오르는지 말해드려요 에센피500개쳐물리고 손절하고 오늘삼성들어 와서 그래요 맞으면 개추 내얘기,이거 왜오르는지 말해드려요?? 에센피500개쳐물리고 손절하고 오늘삼성들어 와서 그래요 맞으면 개추 내얘기,2025-03-11T13:39:04+09:00,0.3927,0.2437,0.3636,0
"하이닉스랑 한미 수익실현 하고 내려오는 타이밍에
반등 하겠네요 하암냐",하이닉스랑 한미 수익실현 하고 내려오는 타이밍에 반등 하겠네요 하암냐,하이닉스랑 한미 수익실현 하고 내려오는 타이밍에 반등 하겠네요 하암냐,2024-05-27T09:40:59+09:00,0.2604,0.4348,0.3048,1
어차피 팔면 다시 사야하는게  외국인,어차피 팔면 다시 사야하는게 외국인,어차피 팔면 다시 사야하는게 외국인,2024-10-10T14:52:50+09:00,0.2692,0.6272,0.1036,1
쵝오!!,쵝오,쵝오!!,2024-10-21T09:51:24+09:00,0.0364,0.8126,0.1511,1
윤두창때문에 개나락,윤두창때문에 개나락,윤두창때문에 개나락,2025-03-10T08:53:19+09:00,0.3144,0.5549,0.1307,1
"안녕하세요
RSI란걸 오늘 처음 알았는데요
파랑과 보라는 뭔지 알려주시면 감사하겠습니다
과열과 과매도 판단할때 무슨 색으로 보시는지도 궁금해요",안녕하세요 RSI란걸 오늘 처음 알았는데요 파랑과 보라는 뭔지 알려주시면 감사하겠습니다 과열과 과매도 판단할때 무슨 색으로 보시는지도 궁금해요,안녕하세요 RSI란걸 오늘 처음 알았는데요 파랑과 보라는 뭔지 알려주시면 감사하겠습니다 과열과 과매도 판단할때 무슨 색으로 보시는지도 궁금해요,2023-07-12T17:47:50+09:00,0.1161,0.7932,0.0907,1
"6만원대 왔ㅇ음
했제?",6만원대 왔음 했제,6만원대 왔ㅇ음 했제?,2024-09-19T14:57:49+09:00,0.0655,0.8989,0.0356,1
전인구,전인구,전인구,2025-02-22T22:06:16+09:00,0.049,0.9054,0.0457,1
짱게 말은 듣지마라 자국의 이득이 앞선다 중국은 버리는 카드가 맞다,짱게 말은 듣지마라 자국의 이득이 앞선다 중국은 버리는 카드가 맞다,짱게 말은 듣지마라 자국의 이득이 앞선다 중국은 버리는 카드가 맞다,2024-05-27T11:56:07+09:00,0.1689,0.7468,0.0842,1
"에라 일단 조금이라도 타보자!!
형들 일단 한개라도 사놔야 후회는 안하지!",에라 일단 조금이라도 타보자 형들 일단 한개라도 사놔야 후회는 안하지,에라 일단 조금이라도 타보자!! 형들 일단 한개라도 사놔야 후회는 안하지!,2024-11-21T13:55:48+09:00,0.0742,0.7536,0.1722,1
"또 뉴스에 겹악재라고ᆢㅠㅠ
글치만 기다리고 내려가면 물타고 끝까지 기다릴거다 나는ᆢ",또 뉴스에 겹악재라고 글치만 기다리고 내려가면 물타고 끝까지 기다릴거다 나는,또 뉴스에 겹악재라고ᆢㅠㅠ 글치만 기다리고 내려가면 물타고 끝까지 기다릴거다 나는ᆢ,2025-03-13T14:10:21+09:00,0.171,0.5132,0.3158,1
5만에 70만주 매수벽을 과연 뚫릴것인지,5만에 70만주 매수벽을 과연 뚫릴것인지,5만에 70만주 매수벽을 과연 뚫릴것인지,2024-11-13T14:01:05+09:00,0.3367,0.3973,0.266,1
그냥,그냥,그냥,2023-08-31T11:40:54+09:00,0.028,0.9577,0.0143,1
지가 외상끌어쓴거아니가 ㄷㄷ,지가 외상끌어쓴거아니가,지가 외상끌어쓴거아니가 ㄷㄷ,2024-11-14T14:25:03+09:00,0.0861,0.8873,0.0266,1
가장 건강한 주식을 샀는데 잡코인이네,가장 건강한 주식을 샀는데 잡코인이네,가장 건강한 주식을 샀는데 잡코인이네,2024-09-05T11:05:23+09:00,0.2125,0.6501,0.1374,1
"삼성은 HBM 어뜨케든 공급함
그게 엔비한테도 이득임 그냥 존버하먼 9만전자는 가잇음 ㅋ",삼성은 HBM 어뜨케든 공급함 그게 엔비한테도 이득임 그냥 존버하먼 9만전자는 가잇음,삼성은 HBM 어뜨케든 공급함 그게 엔비한테도 이득임 그냥 존버하먼 9만전자는 가잇음 ㅋ,2024-06-25T16:01:41+09:00,0.1525,0.7188,0.1287,1
계속물타는데도 왜 마이너스냐고...,계속물타는데도 왜 마이너스냐고,계속물타는데도 왜 마이너스냐고...,2024-10-16T02:46:12+09:00,0.1455,0.7732,0.0813,1
삼성폰쓰고있으니 지지한다,삼성폰쓰고있으니 지지한다,삼성폰쓰고있으니 지지한다,2024-11-14T13:23:44+09:00,0.0527,0.8676,0.0797,1
